instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,time_of_day
182,2011-01-08,1,0,1,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,20,Malam
183,2011-01-08,1,0,1,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,21,Malam
184,2011-01-08,1,0,1,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,22,Malam
185,2011-01-08,1,0,1,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,23,Malam
186,2011-01-09,1,0,1,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,0,Malam
187,2011-01-09,1,0,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,1,Malam
188,2011-01-09,1,0,1,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,2,Malam
189,2011-01-09,1,0,1,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,3,Malam
190,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,4,Malam
191,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,5,Malam
192,2011-01-09,1,0,1,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,6,Pagi
193,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,7,Pagi
194,2011-01-09,1,0,1,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,8,Pagi
195,2011-01-09,1,0,1,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,9,Pagi
196,2011-01-09,1,0,1,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,10,Pagi
197,2011-01-09,1,0,1,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,11,Pagi
198,2011-01-09,1,0,1,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,12,Siang
199,2011-01-09,1,0,1,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,13,Siang
200,2011-01-09,1,0,1,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,14,Siang
201,2011-01-09,1,0,1,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,15,Siang
202,2011-01-09,1,0,1,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,16,Sore
203,2011-01-09,1,0,1,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,17,Sore
204,2011-01-09,1,0,1,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,18,Sore
205,2011-01-09,1,0,1,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,19,Malam
206,2011-01-09,1,0,1,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,20,Malam
207,2011-01-09,1,0,1,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,21,Malam
208,2011-01-09,1,0,1,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,22,Malam
209,2011-01-09,1,0,1,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,23,Malam
210,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,0,Malam
211,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,1,Malam
212,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,2,Malam
213,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,3,Malam
214,2011-01-10,1,0,1,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,4,Malam
215,2011-01-10,1,0,1,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,5,Malam
216,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,6,Pagi
217,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,7,Pagi
218,2011-01-10,1,0,1,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,8,Pagi
219,2011-01-10,1,0,1,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,9,Pagi
220,2011-01-10,1,0,1,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,10,Pagi
221,2011-01-10,1,0,1,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,11,Pagi
222,2011-01-10,1,0,1,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,12,Siang
223,2011-01-10,1,0,1,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,13,Siang
224,2011-01-10,1,0,1,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,14,Siang
225,2011-01-10,1,0,1,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,15,Siang
226,2011-01-10,1,0,1,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,16,Sore
227,2011-01-10,1,0,1,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,17,Sore
228,2011-01-10,1,0,1,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,18,Sore
229,2011-01-10,1,0,1,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,19,Malam
230,2011-01-10,1,0,1,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,20,Malam
231,2011-01-10,1,0,1,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,21,Malam
232,2011-01-10,1,0,1,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,22,Malam
233,2011-01-10,1,0,1,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,23,Malam
234,2011-01-11,1,0,1,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,0,Malam
235,2011-01-11,1,0,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,1,Malam
236,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,2,Malam
237,2011-01-11,1,0,1,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,5,Malam
238,2011-01-11,1,0,1,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,6,Pagi
239,2011-01-11,1,0,1,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,7,Pagi
240,2011-01-11,1,0,1,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,8,Pagi
241,2011-01-11,1,0,1,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,9,Pagi
242,2011-01-11,1,0,1,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,10,Pagi
243,2011-01-11,1,0,1,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,11,Pagi
244,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,12,Siang
245,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,13,Siang
246,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,14,Siang
247,2011-01-11,1,0,1,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,15,Siang
248,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,16,Sore
249,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,17,Sore
250,2011-01-11,1,0,1,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,18,Sore
251,2011-01-11,1,0,1,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,19,Malam
252,2011-01-11,1,0,1,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,20,Malam
253,2011-01-11,1,0,1,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,21,Malam
254,2011-01-11,1,0,1,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,22,Malam
255,2011-01-11,1,0,1,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,23,Malam
256,2011-01-12,1,0,1,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,0,Malam
257,2011-01-12,1,0,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,1,Malam
258,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,2,Malam
259,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5,Malam
260,2011-01-12,1,0,1,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,6,Pagi
261,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,7,Pagi
262,2011-01-12,1,0,1,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,8,Pagi
263,2011-01-12,1,0,1,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,9,Pagi
264,2011-01-12,1,0,1,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,10,Pagi
265,2011-01-12,1,0,1,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,11,Pagi
266,2011-01-12,1,0,1,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,12,Siang
267,2011-01-12,1,0,1,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,13,Siang
268,2011-01-12,1,0,1,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,14,Siang
269,2011-01-12,1,0,1,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,15,Siang
270,2011-01-12,1,0,1,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,16,Sore
271,2011-01-12,1,0,1,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,17,Sore
272,2011-01-12,1,0,1,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,18,Sore
273,2011-01-12,1,0,1,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,19,Malam
274,2011-01-12,1,0,1,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,20,Malam
275,2011-01-12,1,0,1,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,21,Malam
276,2011-01-12,1,0,1,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,22,Malam
277,2011-01-12,1,0,1,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,23,Malam
278,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,0,Malam
279,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,1,Malam
280,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,2,Malam
281,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,3,Malam
282,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,4,Malam
283,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,5,Malam
284,2011-01-13,1,0,1,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,6,Pagi
285,2011-01-13,1,0,1,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,7,Pagi
286,2011-01-13,1,0,1,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,8,Pagi
287,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,9,Pagi
288,2011-01-13,1,0,1,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,10,Pagi
289,2011-01-13,1,0,1,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,11,Pagi
290,2011-01-13,1,0,1,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,12,Siang
291,2011-01-13,1,0,1,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,13,Siang
292,2011-01-13,1,0,1,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,14,Siang
293,2011-01-13,1,0,1,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,15,Siang
294,2011-01-13,1,0,1,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,16,Sore
295,2011-01-13,1,0,1,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,17,Sore
296,2011-01-13,1,0,1,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,18,Sore
297,2011-01-13,1,0,1,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,19,Malam
298,2011-01-13,1,0,1,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,20,Malam
299,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,21,Malam
300,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,22,Malam
301,2011-01-13,1,0,1,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,23,Malam
302,2011-01-14,1,0,1,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,0,Malam
303,2011-01-14,1,0,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,1,Malam
304,2011-01-14,1,0,1,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,2,Malam
305,2011-01-14,1,0,1,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,3,Malam
306,2011-01-14,1,0,1,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,5,Malam
307,2011-01-14,1,0,1,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,6,Pagi
308,2011-01-14,1,0,1,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,7,Pagi
309,2011-01-14,1,0,1,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,8,Pagi
310,2011-01-14,1,0,1,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,9,Pagi
311,2011-01-14,1,0,1,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,10,Pagi
312,2011-01-14,1,0,1,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,11,Pagi
313,2011-01-14,1,0,1,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,12,Siang
314,2011-01-14,1,0,1,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,13,Siang
315,2011-01-14,1,0,1,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,14,Siang
316,2011-01-14,1,0,1,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,15,Siang
317,2011-01-14,1,0,1,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,16,Sore
318,2011-01-14,1,0,1,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,17,Sore
319,2011-01-14,1,0,1,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,18,Sore
320,2011-01-14,1,0,1,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,19,Malam
321,2011-01-14,1,0,1,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,20,Malam
322,2011-01-14,1,0,1,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,21,Malam
323,2011-01-14,1,0,1,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,22,Malam
324,2011-01-14,1,0,1,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,23,Malam
325,2011-01-15,1,0,1,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,0,Malam
326,2011-01-15,1,0,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,1,Malam
327,2011-01-15,1,0,1,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,2,Malam
328,2011-01-15,1,0,1,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,3,Malam
329,2011-01-15,1,0,1,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,4,Malam
330,2011-01-15,1,0,1,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,5,Malam
331,2011-01-15,1,0,1,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,6,Pagi
332,2011-01-15,1,0,1,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,7,Pagi
333,2011-01-15,1,0,1,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,8,Pagi
334,2011-01-15,1,0,1,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,9,Pagi
335,2011-01-15,1,0,1,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,10,Pagi
336,2011-01-15,1,0,1,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,11,Pagi
337,2011-01-15,1,0,1,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,12,Siang
338,2011-01-15,1,0,1,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,13,Siang
339,2011-01-15,1,0,1,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,14,Siang
340,2011-01-15,1,0,1,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,15,Siang
341,2011-01-15,1,0,1,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,16,Sore
342,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,17,Sore
343,2011-01-15,1,0,1,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,18,Sore
344,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,19,Malam
345,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,20,Malam
346,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,21,Malam
347,2011-01-15,1,0,1,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,22,Malam
348,2011-01-15,1,0,1,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,23,Malam
349,2011-01-16,1,0,1,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,0,Malam
350,2011-01-16,1,0,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,1,Malam
351,2011-01-16,1,0,1,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,2,Malam
352,2011-01-16,1,0,1,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,3,Malam
353,2011-01-16,1,0,1,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,4,Malam
354,2011-01-16,1,0,1,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,5,Malam
355,2011-01-16,1,0,1,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,6,Pagi
356,2011-01-16,1,0,1,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,7,Pagi
357,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,8,Pagi
358,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,9,Pagi
359,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,10,Pagi
360,2011-01-16,1,0,1,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,11,Pagi
361,2011-01-16,1,0,1,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,12,Siang
362,2011-01-16,1,0,1,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,13,Siang
363,2011-01-16,1,0,1,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,14,Siang
364,2011-01-16,1,0,1,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,15,Siang
365,2011-01-16,1,0,1,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,16,Sore
366,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,17,Sore
367,2011-01-16,1,0,1,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,18,Sore
368,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,19,Malam
369,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,20,Malam
370,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,21,Malam
371,2011-01-16,1,0,1,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,22,Malam
372,2011-01-16,1,0,1,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,23,Malam
373,2011-01-17,1,0,1,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,0,Malam
374,2011-01-17,1,0,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,1,Malam
375,2011-01-17,1,0,1,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,2,Malam
376,2011-01-17,1,0,1,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,3,Malam
377,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,4,Malam
378,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,5,Malam
379,2011-01-17,1,0,1,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,6,Pagi
380,2011-01-17,1,0,1,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,7,Pagi
381,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,8,Pagi
382,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,9,Pagi
383,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,10,Pagi
384,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,11,Pagi
385,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,12,Siang
386,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,13,Siang
387,2011-01-17,1,0,1,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,14,Siang
388,2011-01-17,1,0,1,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,15,Siang
389,2011-01-17,1,0,1,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,16,Sore
390,2011-01-17,1,0,1,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,17,Sore
391,2011-01-17,1,0,1,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,18,Sore
392,2011-01-17,1,0,1,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,19,Malam
393,2011-01-17,1,0,1,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,20,Malam
394,2011-01-17,1,0,1,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,21,Malam
395,2011-01-17,1,0,1,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,22,Malam
396,2011-01-17,1,0,1,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,23,Malam
397,2011-01-18,1,0,1,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,12,Siang
398,2011-01-18,1,0,1,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,13,Siang
399,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,14,Siang
400,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,15,Siang
401,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,16,Sore
402,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,17,Sore
403,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,18,Sore
404,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,19,Malam
405,2011-01-18,1,0,1,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,20,Malam
406,2011-01-18,1,0,1,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,21,Malam
407,2011-01-18,1,0,1,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,22,Malam
408,2011-01-18,1,0,1,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,23,Malam
409,2011-01-19,1,0,1,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,0,Malam
410,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,1,Malam
411,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,2,Malam
412,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,4,Malam
413,2011-01-19,1,0,1,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,5,Malam
414,2011-01-19,1,0,1,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,6,Pagi
415,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,7,Pagi
416,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,8,Pagi
417,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,9,Pagi
418,2011-01-19,1,0,1,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,10,Pagi
419,2011-01-19,1,0,1,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,11,Pagi
420,2011-01-19,1,0,1,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,12,Siang
421,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,13,Siang
422,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,14,Siang
423,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,15,Siang
424,2011-01-19,1,0,1,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,16,Sore
425,2011-01-19,1,0,1,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,17,Sore
426,2011-01-19,1,0,1,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,18,Sore
427,2011-01-19,1,0,1,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,19,Malam
428,2011-01-19,1,0,1,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,20,Malam
429,2011-01-19,1,0,1,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,21,Malam
430,2011-01-19,1,0,1,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,22,Malam
431,2011-01-19,1,0,1,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,23,Malam
432,2011-01-20,1,0,1,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,0,Malam
433,2011-01-20,1,0,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,1,Malam
434,2011-01-20,1,0,1,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,2,Malam
435,2011-01-20,1,0,1,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,3,Malam
436,2011-01-20,1,0,1,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,4,Malam
437,2011-01-20,1,0,1,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,5,Malam
438,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,6,Pagi
439,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,7,Pagi
440,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,8,Pagi
441,2011-01-20,1,0,1,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,9,Pagi
442,2011-01-20,1,0,1,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,10,Pagi
443,2011-01-20,1,0,1,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,11,Pagi
444,2011-01-20,1,0,1,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,12,Siang
